�Ͻ�,��ձ��,�������,�ְ����,�ϰ�����(mm),�ִ� ǳ��(m/s),��� ǳ��(m/s),�ּ� ������(%),��� ������(%),��� �������(hPa),��� �ظ���(hPa),�հ� �����ð�(hr),�հ� �ϻ緮(MJ/m2),��� ���(1/10),��� ����µ�,1���� ��� ��ü��,2���� ��� ��ü��,3���� ��� ��ü��,��� ��ü��
2020-05-30,22.6 ,16.5 ,30.0 ,0.0 ,4.3 ,1.9 ,29.0 ,57.3 ,1006.1 ,1016.0 ,11.3 ,26.5 ,1.1 ,27.6 ,3024 ,2571 ,2126 ,3183 
2020-05-31,21.2 ,17.6 ,28.0 ,1.0 ,5.7 ,2.3 ,39.0 ,63.0 ,1001.4 ,1011.3 ,5.0 ,19.2 ,8.5 ,25.7 ,3183 ,3024 ,2571 ,3038 
2020-06-01,19.7 ,16.6 ,24.5 ,0.4 ,6.2 ,3.4 ,37.0 ,64.3 ,999.7 ,1009.6 ,11.5 ,30.4 ,3.8 ,26.6 ,3038 ,3183 ,3024 ,3288 
2020-06-02,17.9 ,14.8 ,21.8 ,2.0 ,4.1 ,2.2 ,43.0 ,71.0 ,997.4 ,1007.3 ,0.2 ,5.9 ,9.3 ,18.3 ,3288 ,3038 ,3183 ,3610 
2020-06-03,22.0 ,17.6 ,28.4 ,0.0 ,5.6 ,2.4 ,47.0 ,73.3 ,993.9 ,1003.7 ,9.5 ,24.6 ,5.8 ,27.1 ,3610 ,3288 ,3038 ,3106 
2020-06-04,21.9 ,19.7 ,26.5 ,0.2 ,4.7 ,2.7 ,57.0 ,81.1 ,994.1 ,1003.9 ,4.7 ,19.8 ,8.4 ,26.8 ,3106 ,3610 ,3288 ,3568 
2020-06-05,23.0 ,18.4 ,28.7 ,0.0 ,3.8 ,1.8 ,45.0 ,69.4 ,997.2 ,1007.0 ,8.8 ,23.4 ,5.5 ,29.8 ,3568 ,3106 ,3610 ,3771 
2020-06-06,24.6 ,19.2 ,30.9 ,0.0 ,4.4 ,2.0 ,38.0 ,63.6 ,998.1 ,1007.9 ,8.6 ,23.4 ,2.3 ,31.4 ,3771 ,3568 ,3106 ,3982 
2020-06-07,22.7 ,19.2 ,29.2 ,0.0 ,5.1 ,2.3 ,44.0 ,69.4 ,1001.9 ,1011.7 ,9.2 ,26.0 ,3.3 ,30.2 ,3982 ,3771 ,3568 ,3564 
2020-06-08,25.0 ,19.8 ,32.0 ,0.0 ,5.5 ,2.1 ,40.0 ,63.6 ,1004.6 ,1014.4 ,11.3 ,26.1 ,3.0 ,32.7 ,3564 ,3982 ,3771 ,3621 
2020-06-09,26.7 ,20.3 ,32.8 ,0.0 ,4.3 ,2.3 ,34.0 ,51.6 ,1004.3 ,1014.0 ,12.9 ,28.4 ,3.0 ,34.1 ,3621 ,3564 ,3982 ,3263 
2020-06-10,25.8 ,22.5 ,32.1 ,6.2 ,6.2 ,2.0 ,41.0 ,63.8 ,998.9 ,1008.6 ,5.2 ,18.9 ,9.0 ,32.8 ,3263 ,3621 ,3564 ,3266 
2020-06-11,26.1 ,21.7 ,31.6 ,0.0 ,4.6 ,2.2 ,38.0 ,68.3 ,993.7 ,1003.3 ,8.0 ,26.0 ,5.8 ,30.1 ,3266 ,3263 ,3621 ,3087 
2020-06-12,24.7 ,21.6 ,27.6 ,0.0 ,3.0 ,1.7 ,49.0 ,68.6 ,995.1 ,1004.8 ,0.5 ,11.5 ,8.1 ,25.8 ,3087 ,3266 ,3263 ,3646 
2020-06-13,26.9 ,20.6 ,33.5 ,0.0 ,5.0 ,1.9 ,27.0 ,52.8 ,994.3 ,1003.9 ,9.7 ,28.1 ,5.5 ,34.6 ,3646 ,3087 ,3266 ,3297 
2020-06-14,24.0 ,20.1 ,28.8 ,1.1 ,5.9 ,2.9 ,41.0 ,70.6 ,994.3 ,1004.0 ,8.1 ,22.5 ,4.4 ,29.6 ,3297 ,3646 ,3087 ,2824 
2020-06-15,23.0 ,18.2 ,28.6 ,0.0 ,6.3 ,2.8 ,31.0 ,62.3 ,996.4 ,1006.1 ,10.1 ,26.5 ,6.0 ,31.1 ,2824 ,3297 ,3646 ,3102 
2020-06-16,24.4 ,20.0 ,30.7 ,0.0 ,4.4 ,2.2 ,37.0 ,63.0 ,995.7 ,1005.5 ,7.5 ,24.7 ,6.0 ,32.2 ,3102 ,2824 ,3297 ,3148 
2020-06-17,24.3 ,20.2 ,30.3 ,0.0 ,4.3 ,2.0 ,37.0 ,58.6 ,995.3 ,1005.0 ,5.9 ,21.3 ,7.4 ,31.1 ,3148 ,3102 ,2824 ,2997 
2020-06-18,23.4 ,20.3 ,27.3 ,0.0 ,3.4 ,1.6 ,47.0 ,61.4 ,993.1 ,1002.8 ,0.1 ,11.0 ,9.0 ,26.7 ,2997 ,3148 ,3102 ,3417 
2020-06-19,24.7 ,21.1 ,30.0 ,0.1 ,4.2 ,2.1 ,45.0 ,61.4 ,996.4 ,1006.1 ,6.0 ,19.6 ,6.3 ,29.6 ,3417 ,2997 ,3148 ,3220 
2020-06-20,24.9 ,20.7 ,29.7 ,0.0 ,4.6 ,2.1 ,48.0 ,62.6 ,1000.0 ,1009.8 ,11.7 ,24.8 ,0.9 ,31.9 ,3220 ,3417 ,2997 ,3476 
2020-06-21,26.1 ,19.5 ,32.7 ,0.0 ,4.5 ,2.0 ,39.0 ,59.5 ,998.0 ,1007.7 ,13.5 ,27.8 ,0.1 ,34.1 ,3476 ,3220 ,3417 ,3059 
2020-06-22,28.6 ,21.7 ,35.4 ,0.0 ,4.1 ,2.0 ,26.0 ,50.5 ,998.0 ,1007.6 ,13.3 ,29.0 ,1.6 ,36.3 ,3059 ,3476 ,3220 ,2865 
2020-06-23,27.3 ,23.2 ,31.0 ,0.0 ,3.7 ,1.9 ,42.0 ,53.5 ,998.3 ,1007.9 ,5.1 ,17.0 ,7.5 ,32.1 ,2865 ,3059 ,3476 ,2393 
2020-06-24,22.3 ,19.9 ,26.3 ,37.6 ,5.7 ,2.7 ,55.0 ,83.5 ,993.1 ,1002.9 ,0.0 ,2.9 ,10.0 ,22.7 ,2393 ,2865 ,3059 ,2355 
2020-06-25,21.6 ,20.1 ,23.4 ,13.3 ,4.3 ,2.2 ,79.0 ,91.0 ,991.8 ,1001.6 ,0.1 ,6.1 ,10.0 ,23.0 ,2355 ,2393 ,2865 ,1888 
2020-06-26,21.8 ,19.2 ,25.7 ,2.1 ,5.3 ,3.2 ,63.0 ,82.1 ,996.5 ,1006.2 ,3.1 ,13.0 ,8.3 ,22.9 ,1888 ,2355 ,2393 ,2035 
2020-06-27,24.1 ,20.4 ,29.6 ,0.0 ,5.4 ,2.0 ,52.0 ,70.4 ,995.5 ,1005.2 ,7.4 ,22.2 ,6.1 ,25.2 ,2035 ,1888 ,2355 ,2917 
2020-06-28,25.2 ,21.5 ,30.1 ,0.0 ,4.7 ,2.4 ,49.0 ,70.5 ,994.8 ,1004.3 ,12.4 ,28.6 ,1.9 ,28.6 ,2917 ,2035 ,1888 ,2800 
2020-06-29,23.8 ,20.6 ,26.5 ,11.9 ,5.9 ,2.4 ,64.0 ,77.0 ,991.8 ,1001.5 ,1.7 ,8.4 ,8.6 ,23.9 ,2800 ,2917 ,2035 ,2822 
2020-06-30,20.1 ,18.4 ,23.1 ,64.7 ,7.6 ,4.0 ,63.0 ,83.0 ,984.3 ,994.0 ,0.0 ,6.2 ,10.0 ,20.8 ,2822 ,2800 ,2917 ,2181 
2020-07-01,21.1 ,18.1 ,24.3 ,0.0 ,3.7 ,1.9 ,67.0 ,79.3 ,995.0 ,1004.8 ,0.2 ,9.5 ,7.6 ,21.3 ,2181 ,2822 ,2800 ,2341 
2020-07-02,24.2 ,20.4 ,29.8 ,0.0 ,3.4 ,1.9 ,51.0 ,74.5 ,1000.9 ,1010.7 ,5.4 ,19.2 ,6.6 ,24.5 ,2341 ,2181 ,2822 ,2898 
2020-07-03,25.5 ,21.6 ,30.6 ,0.1 ,6.1 ,2.6 ,34.0 ,63.5 ,1000.5 ,1010.3 ,9.6 ,27.5 ,6.8 ,28.6 ,2898 ,2341 ,2181 ,2971 
2020-07-04,24.2 ,20.4 ,29.5 ,1.6 ,4.4 ,2.1 ,39.0 ,63.9 ,997.0 ,1006.7 ,9.5 ,26.9 ,7.6 ,28.2 ,2971 ,2898 ,2341 ,3331 
2020-07-05,23.8 ,19.9 ,27.6 ,0.0 ,3.5 ,1.9 ,52.0 ,68.6 ,994.5 ,1004.2 ,6.4 ,20.9 ,5.3 ,26.7 ,3331 ,2971 ,2898 ,3267 
2020-07-06,25.6 ,21.8 ,30.9 ,0.0 ,4.7 ,2.1 ,46.0 ,66.6 ,991.2 ,1000.8 ,5.0 ,19.3 ,7.4 ,28.5 ,3267 ,3331 ,2971 ,3183 
2020-07-07,24.1 ,22.1 ,28.1 ,0.0 ,4.0 ,2.5 ,59.0 ,75.5 ,994.3 ,1004.0 ,4.0 ,15.2 ,6.3 ,28.3 ,3183 ,3267 ,3331 ,3303 
2020-07-08,25.5 ,21.3 ,30.4 ,0.0 ,3.7 ,2.0 ,52.0 ,71.9 ,994.8 ,1004.4 ,10.0 ,25.8 ,2.9 ,30.5 ,3303 ,3183 ,3267 ,3235 
2020-07-09,27.5 ,21.8 ,32.9 ,0.0 ,3.6 ,1.7 ,38.0 ,64.6 ,994.0 ,1003.6 ,7.7 ,23.1 ,4.8 ,31.9 ,3235 ,3303 ,3183 ,3689 
2020-07-10,24.5 ,22.7 ,27.7 ,2.2 ,6.6 ,2.8 ,60.0 ,75.0 ,992.6 ,1002.2 ,3.1 ,12.3 ,6.6 ,25.2 ,3689 ,3235 ,3303 ,3893 
2020-07-11,25.8 ,22.2 ,30.2 ,0.0 ,5.0 ,2.6 ,49.0 ,62.6 ,997.5 ,1007.1 ,6.6 ,21.8 ,7.3 ,29.7 ,3893 ,3689 ,3235 ,3578 
2020-07-12,23.5 ,21.7 ,26.0 ,2.9 ,3.6 ,2.4 ,58.0 ,71.9 ,999.3 ,1009.1 ,0.0 ,7.7 ,9.1 ,25.3 ,3578 ,3893 ,3689 ,3824 
2020-07-13,18.7 ,17.7 ,21.7 ,47.6 ,5.9 ,4.0 ,86.0 ,94.8 ,993.0 ,1002.9 ,0.0 ,4.6 ,10.0 ,20.1 ,3824 ,3578 ,3893 ,3036 
2020-07-14,20.3 ,17.2 ,24.3 ,11.5 ,4.4 ,2.8 ,62.0 ,79.4 ,993.9 ,1003.8 ,0.1 ,12.5 ,9.9 ,22.6 ,3036 ,3824 ,3578 ,2574 
2020-07-15,23.4 ,18.9 ,28.7 ,0.0 ,3.4 ,2.0 ,40.0 ,63.1 ,995.5 ,1005.3 ,9.3 ,26.6 ,5.1 ,26.4 ,2574 ,3036 ,3824 ,3240 
2020-07-16,25.0 ,20.4 ,29.7 ,0.0 ,3.5 ,1.8 ,55.0 ,70.9 ,997.0 ,1006.7 ,10.2 ,25.8 ,4.1 ,27.4 ,3240 ,2574 ,3036 ,3795 
2020-07-17,26.0 ,21.5 ,31.6 ,0.0 ,5.6 ,1.9 ,52.0 ,72.0 ,998.3 ,1008.0 ,7.5 ,22.3 ,4.5 ,28.3 ,3795 ,3240 ,2574 ,3847 
2020-07-18,26.1 ,22.8 ,31.0 ,0.0 ,4.0 ,1.6 ,54.0 ,71.6 ,998.4 ,1008.1 ,4.3 ,15.5 ,5.4 ,27.9 ,3847 ,3795 ,3240 ,3225 
2020-07-19,24.0 ,20.6 ,26.6 ,29.1 ,4.3 ,2.7 ,62.0 ,81.6 ,994.9 ,1004.6 ,0.0 ,4.9 ,9.9 ,22.9 ,3225 ,3847 ,3795 ,3634 
2020-07-20,23.8 ,22.4 ,26.6 ,3.6 ,7.0 ,3.7 ,77.0 ,86.3 ,995.9 ,1005.6 ,0.0 ,5.2 ,9.6 ,23.8 ,3634 ,3225 ,3847 ,3589 
2020-07-21,25.0 ,21.4 ,30.5 ,0.0 ,4.2 ,1.6 ,51.0 ,77.0 ,1001.8 ,1011.6 ,4.0 ,17.8 ,6.3 ,25.6 ,3589 ,3634 ,3225 ,3851 
2020-07-22,23.7 ,22.6 ,25.7 ,11.5 ,3.4 ,1.6 ,81.0 ,89.3 ,999.9 ,1009.7 ,0.0 ,4.5 ,9.8 ,24.0 ,3851 ,3589 ,3634 ,3628 
2020-07-23,21.1 ,18.5 ,22.6 ,103.1 ,8.3 ,3.6 ,89.0 ,95.5 ,995.7 ,1005.5 ,0.0 ,2.7 ,10.0 ,21.8 ,3628 ,3851 ,3589 ,3540 
2020-07-24,22.5 ,18.7 ,26.8 ,2.9 ,8.7 ,4.6 ,61.0 ,74.3 ,989.3 ,999.0 ,1.0 ,10.5 ,9.3 ,21.2 ,3540 ,3628 ,3851 ,2089 
2020-07-25,24.3 ,22.3 ,29.0 ,0.0 ,6.1 ,3.1 ,56.0 ,69.3 ,993.6 ,1003.3 ,1.9 ,15.6 ,7.8 ,23.9 ,2089 ,3540 ,3628 ,3035 
2020-07-26,25.4 ,21.6 ,29.6 ,0.0 ,3.3 ,2.0 ,56.0 ,69.3 ,997.4 ,1007.0 ,5.6 ,18.1 ,7.4 ,25.6 ,3035 ,2089 ,3540 ,2663 
2020-07-27,24.3 ,22.9 ,25.5 ,2.2 ,3.2 ,2.2 ,80.0 ,86.4 ,998.6 ,1008.4 ,0.0 ,7.7 ,10.0 ,25.2 ,2663 ,3035 ,2089 ,3221 
2020-07-28,24.4 ,22.7 ,26.4 ,0.4 ,3.1 ,2.0 ,71.0 ,84.8 ,1000.5 ,1010.3 ,0.0 ,8.4 ,9.9 ,25.0 ,3221 ,2663 ,3035 ,2646 
2020-07-29,23.7 ,22.6 ,24.9 ,50.1 ,3.4 ,2.0 ,89.0 ,95.8 ,1002.0 ,1011.7 ,0.0 ,3.2 ,10.0 ,23.9 ,2646 ,3221 ,2663 ,2884 
2020-07-30,25.3 ,23.4 ,28.4 ,0.1 ,3.8 ,2.1 ,68.0 ,85.5 ,1003.4 ,1013.1 ,3.0 ,15.3 ,8.3 ,26.9 ,2884 ,2646 ,3221 ,2143 
2020-07-31,26.2 ,22.8 ,29.6 ,1.5 ,4.6 ,2.0 ,69.0 ,81.9 ,1003.9 ,1013.7 ,5.0 ,14.5 ,6.9 ,27.2 ,2143 ,2884 ,2646 ,3043 
2020-08-01,25.3 ,24.3 ,26.9 ,39.1 ,4.9 ,1.7 ,82.0 ,90.9 ,1000.5 ,1010.3 ,0.0 ,5.3 ,9.8 ,25.7 ,3043 ,2143 ,2884 ,3187 
2020-08-02,24.9 ,23.5 ,26.4 ,31.4 ,7.5 ,2.3 ,90.0 ,96.3 ,997.8 ,1007.5 ,0.0 ,2.6 ,10.0 ,25.2 ,3187 ,3043 ,2143 ,3183 
2020-08-03,25.0 ,23.9 ,26.3 ,102.6 ,8.3 ,3.0 ,89.0 ,96.3 ,998.4 ,1008.1 ,0.0 ,3.1 ,10.0 ,25.1 ,3183 ,3187 ,3043 ,2401 
2020-08-04,27.0 ,25.0 ,29.4 ,3.9 ,5.7 ,3.5 ,77.0 ,89.3 ,1000.9 ,1010.6 ,0.4 ,8.1 ,9.6 ,26.9 ,2401 ,3183 ,3187 ,1902 
2020-08-05,26.5 ,25.5 ,29.1 ,18.5 ,4.6 ,1.9 ,81.0 ,92.1 ,1000.8 ,1010.5 ,0.1 ,5.0 ,9.8 ,26.7 ,1902 ,2401 ,3183 ,2302 
2020-08-06,24.1 ,22.9 ,26.0 ,75.7 ,6.5 ,3.3 ,83.0 ,92.8 ,995.4 ,1005.1 ,0.2 ,6.7 ,8.0 ,24.8 ,2302 ,1902 ,2401 ,2378 
2020-08-07,24.3 ,22.6 ,26.1 ,0.0 ,3.3 ,1.8 ,71.0 ,85.3 ,996.9 ,1006.6 ,0.0 ,6.7 ,9.0 ,24.8 ,2378 ,2302 ,1902 ,2101 
2020-08-08,24.2 ,22.7 ,26.1 ,19.1 ,3.7 ,2.3 ,77.0 ,89.5 ,993.2 ,1002.9 ,1.8 ,7.0 ,9.1 ,24.9 ,2101 ,2378 ,2302 ,2233 
2020-08-09,24.9 ,23.7 ,25.8 ,50.3 ,6.8 ,2.6 ,89.0 ,95.4 ,992.5 ,1002.2 ,0.0 ,1.4 ,9.8 ,24.3 ,2233 ,2101 ,2378 ,2236 
2020-08-10,26.5 ,24.7 ,29.5 ,44.6 ,4.3 ,2.0 ,78.0 ,91.6 ,993.8 ,1003.4 ,0.2 ,7.8 ,9.9 ,26.4 ,2236 ,2233 ,2101 ,2122 
2020-08-11,24.6 ,22.4 ,27.3 ,97.0 ,4.7 ,2.2 ,79.0 ,92.5 ,999.6 ,1009.3 ,0.5 ,7.4 ,9.5 ,25.2 ,2122 ,2236 ,2233 ,1907 
2020-08-12,27.2 ,23.5 ,31.3 ,0.0 ,4.3 ,1.9 ,68.0 ,83.9 ,1002.7 ,1012.4 ,2.1 ,13.6 ,8.3 ,28.3 ,1907 ,2122 ,2236 ,2052 
2020-08-13,28.0 ,26.3 ,30.3 ,0.0 ,4.9 ,2.5 ,74.0 ,82.4 ,999.3 ,1008.9 ,0.2 ,8.0 ,8.5 ,27.4 ,2052 ,1907 ,2122 ,2533 
2020-08-14,27.1 ,26.5 ,28.0 ,0.4 ,5.7 ,3.5 ,81.0 ,86.1 ,995.8 ,1005.5 ,0.0 ,4.1 ,9.3 ,26.3 ,2533 ,2052 ,1907 ,2293 
2020-08-15,26.1 ,25.0 ,27.0 ,69.0 ,5.6 ,1.9 ,92.0 ,96.0 ,998.7 ,1008.4 ,0.0 ,3.3 ,9.3 ,25.9 ,2293 ,2533 ,2052 ,2721 
2020-08-16,27.4 ,25.3 ,30.8 ,0.0 ,5.2 ,3.0 ,66.0 ,82.6 ,1001.0 ,1010.6 ,2.4 ,14.3 ,8.3 ,27.9 ,2721 ,2293 ,2533 ,2389 
2020-08-17,28.2 ,26.1 ,32.2 ,0.0 ,4.1 ,2.3 ,61.0 ,77.9 ,1003.7 ,1013.4 ,5.8 ,18.4 ,4.4 ,29.0 ,2389 ,2721 ,2293 ,3488 
2020-08-18,27.5 ,24.0 ,31.9 ,0.0 ,3.6 ,1.6 ,56.0 ,76.3 ,1003.2 ,1012.9 ,7.9 ,19.8 ,2.8 ,29.1 ,3488 ,2389 ,2721 ,3211 
2020-08-19,27.1 ,23.6 ,31.4 ,0.0 ,4.4 ,2.0 ,61.0 ,76.8 ,1001.7 ,1011.3 ,9.4 ,22.5 ,2.3 ,28.6 ,3211 ,3488 ,2389 ,3011 
2020-08-20,27.7 ,25.0 ,31.7 ,0.0 ,4.2 ,1.7 ,58.0 ,76.0 ,1002.4 ,1012.1 ,3.1 ,15.2 ,6.4 ,27.6 ,3011 ,3211 ,3488 ,3247 
2020-08-21,26.6 ,25.2 ,29.2 ,2.5 ,3.5 ,1.6 ,75.0 ,83.1 ,1003.9 ,1013.7 ,0.8 ,8.7 ,8.8 ,27.6 ,3247 ,3011 ,3211 ,3098 
2020-08-22,24.3 ,21.7 ,27.6 ,42.6 ,5.5 ,2.1 ,78.0 ,87.4 ,1002.5 ,1012.2 ,0.6 ,7.6 ,9.0 ,25.2 ,3098 ,3247 ,3011 ,2843 
2020-08-23,25.3 ,21.5 ,29.9 ,0.0 ,3.9 ,1.9 ,59.0 ,78.4 ,998.7 ,1008.4 ,6.8 ,18.7 ,6.0 ,27.2 ,2843 ,3098 ,3247 ,2198 
2020-08-24,27.8 ,23.7 ,32.0 ,0.0 ,4.9 ,2.2 ,54.0 ,71.6 ,995.2 ,1004.8 ,8.8 ,20.3 ,5.9 ,28.6 ,2198 ,2843 ,3098 ,3287 
2020-08-25,29.9 ,26.0 ,34.5 ,0.0 ,4.6 ,2.1 ,49.0 ,69.5 ,995.0 ,1004.5 ,7.6 ,21.2 ,5.9 ,30.5 ,3287 ,2198 ,2843 ,3361 
2020-08-26,30.2 ,27.0 ,34.5 ,0.6 ,6.5 ,3.4 ,53.0 ,68.3 ,992.2 ,1001.7 ,7.5 ,19.7 ,6.4 ,29.3 ,3361 ,3287 ,2198 ,3138 
2020-08-27,27.1 ,25.6 ,28.6 ,8.7 ,7.0 ,3.6 ,70.0 ,84.6 ,991.3 ,1000.9 ,0.5 ,5.5 ,9.9 ,27.2 ,3138 ,3361 ,3287 ,2250 
2020-08-28,27.3 ,26.0 ,29.7 ,13.6 ,4.4 ,1.6 ,77.0 ,89.1 ,997.3 ,1007.0 ,2.0 ,10.2 ,8.9 ,28.1 ,2250 ,3138 ,3361 ,2781 
2020-08-29,26.8 ,25.5 ,29.0 ,13.6 ,4.0 ,1.3 ,77.0 ,90.1 ,999.2 ,1008.9 ,1.7 ,8.7 ,8.4 ,28.7 ,2781 ,2250 ,3138 ,2869 
2020-08-30,26.8 ,24.4 ,30.6 ,42.5 ,4.8 ,2.1 ,74.0 ,88.8 ,1001.6 ,1011.3 ,2.4 ,12.9 ,7.9 ,28.1 ,2869 ,2781 ,2250 ,2784 
2020-08-31,26.4 ,23.8 ,30.0 ,0.0 ,4.3 ,2.8 ,67.0 ,77.9 ,1002.4 ,1012.1 ,1.9 ,12.3 ,8.8 ,27.2 ,2784 ,2869 ,2781 ,2930 
2020-09-01,26.6 ,23.8 ,29.5 ,0.0 ,3.6 ,1.9 ,62.0 ,72.4 ,999.4 ,1009.1 ,1.0 ,11.4 ,8.8 ,27.0 ,2930 ,2784 ,2869 ,3036 
2020-09-02,24.3 ,22.6 ,26.4 ,33.3 ,4.0 ,2.3 ,79.0 ,91.3 ,993.7 ,1003.4 ,0.0 ,3.3 ,9.6 ,25.3 ,3036 ,2930 ,2784 ,3515 
2020-09-03,22.7 ,20.0 ,25.6 ,29.8 ,9.8 ,4.8 ,63.0 ,82.0 ,987.3 ,997.0 ,2.8 ,13.5 ,7.4 ,24.0 ,3515 ,3036 ,2930 ,2903 
2020-09-04,23.3 ,19.9 ,27.5 ,0.0 ,5.6 ,2.7 ,39.0 ,63.9 ,1002.2 ,1012.0 ,10.1 ,21.2 ,1.6 ,23.7 ,2903 ,3515 ,3036 ,3628 
2020-09-05,23.3 ,19.2 ,27.3 ,0.0 ,3.5 ,2.0 ,53.0 ,66.6 ,1003.5 ,1013.4 ,3.3 ,14.5 ,8.0 ,23.4 ,3628 ,2903 ,3515 ,3703 
2020-09-06,21.7 ,19.5 ,24.4 ,6.4 ,4.8 ,2.7 ,62.0 ,80.0 ,999.3 ,1009.1 ,0.0 ,7.1 ,9.4 ,22.7 ,3703 ,3628 ,2903 ,3600 
2020-09-07,19.2 ,17.5 ,20.6 ,61.0 ,7.9 ,4.2 ,84.0 ,93.5 ,983.1 ,992.8 ,0.0 ,3.4 ,10.0 ,20.1 ,3600 ,3703 ,3628 ,2471 
2020-09-08,23.4 ,20.6 ,26.5 ,0.0 ,7.0 ,4.2 ,50.0 ,71.5 ,998.7 ,1008.5 ,9.5 ,21.9 ,5.4 ,23.1 ,2471 ,3600 ,3703 ,2678 
2020-09-09,21.1 ,19.0 ,25.3 ,1.3 ,7.6 ,2.1 ,65.0 ,83.4 ,999.9 ,1009.7 ,3.1 ,12.3 ,7.6 ,22.2 ,2678 ,2471 ,3600 ,3532 
2020-09-10,22.8 ,18.8 ,27.0 ,3.9 ,4.2 ,2.0 ,49.0 ,75.8 ,999.1 ,1009.0 ,9.0 ,19.2 ,6.3 ,24.4 ,3532 ,2678 ,2471 ,2160 
2020-09-11,22.4 ,19.2 ,27.1 ,1.2 ,4.9 ,2.8 ,47.0 ,72.6 ,1004.5 ,1014.4 ,4.5 ,12.9 ,7.6 ,22.7 ,2160 ,3532 ,2678 ,2864 
2020-09-13,21.5 ,16.7 ,26.6 ,0.0 ,3.5 ,1.9 ,52.0 ,70.4 ,1005.7 ,1015.6 ,9.8 ,20.5 ,2.8 ,24.1 ,3002 ,2864 ,2160 ,2611 
2020-09-14,21.3 ,17.6 ,24.9 ,0.0 ,4.3 ,1.8 ,62.0 ,79.3 ,1004.4 ,1014.3 ,5.7 ,13.9 ,4.6 ,22.8 ,2611 ,3002 ,2864 ,3176 
2020-09-15,23.0 ,18.9 ,27.7 ,0.0 ,3.3 ,1.6 ,50.0 ,76.4 ,1002.6 ,1012.4 ,5.1 ,16.6 ,7.5 ,23.9 ,3176 ,2611 ,3002 ,3269 
2020-09-16,22.5 ,21.3 ,24.9 ,0.3 ,3.4 ,1.9 ,70.0 ,79.9 ,999.6 ,1009.4 ,0.3 ,6.2 ,9.4 ,22.2 ,3269 ,3176 ,2611 ,3946 
2020-09-17,21.3 ,20.1 ,23.6 ,0.0 ,3.7 ,2.1 ,47.0 ,70.3 ,1000.2 ,1010.1 ,0.7 ,9.4 ,8.4 ,21.5 ,3946 ,3269 ,3176 ,3544 
2020-09-18,21.5 ,18.1 ,25.8 ,0.0 ,6.0 ,2.8 ,35.0 ,62.0 ,1002.7 ,1012.6 ,9.8 ,21.2 ,3.1 ,22.4 ,3544 ,3946 ,3269 ,4127 
2020-09-19,21.2 ,17.6 ,26.2 ,0.3 ,5.3 ,2.2 ,27.0 ,59.3 ,1004.9 ,1014.8 ,9.7 ,21.3 ,1.5 ,21.8 ,4127 ,3544 ,3946 ,3715 
2020-09-20,19.7 ,15.6 ,24.9 ,0.0 ,4.9 ,2.0 ,33.0 ,57.6 ,1007.0 ,1016.9 ,11.4 ,22.2 ,0.0 ,21.2 ,3715 ,4127 ,3544 ,3815 
2020-09-21,19.1 ,13.6 ,25.3 ,0.0 ,2.9 ,1.7 ,33.0 ,56.1 ,1008.1 ,1018.1 ,9.6 ,19.5 ,4.5 ,20.6 ,3815 ,3715 ,4127 ,2983 
2020-09-22,20.2 ,15.5 ,25.6 ,0.0 ,4.6 ,2.8 ,35.0 ,55.3 ,1008.7 ,1018.6 ,10.7 ,21.7 ,3.1 ,21.8 ,2983 ,3815 ,3715 ,2507 
2020-09-23,19.2 ,15.2 ,23.8 ,0.0 ,5.3 ,3.3 ,50.0 ,59.9 ,1008.2 ,1018.2 ,7.2 ,17.0 ,7.6 ,20.8 ,2507 ,2983 ,3815 ,3142 
2020-09-24,20.6 ,16.8 ,25.4 ,0.0 ,5.7 ,3.7 ,49.0 ,59.6 ,1005.3 ,1015.2 ,8.0 ,18.5 ,6.6 ,22.0 ,3142 ,2507 ,2983 ,3189 
2020-09-25,20.1 ,16.6 ,25.4 ,0.0 ,4.9 ,2.5 ,49.0 ,64.1 ,1003.7 ,1013.6 ,3.5 ,13.4 ,4.9 ,21.5 ,3189 ,3142 ,2507 ,3366 
2020-09-26,19.3 ,14.8 ,24.8 ,0.0 ,6.2 ,2.4 ,45.0 ,62.5 ,1006.7 ,1016.7 ,8.0 ,15.9 ,4.0 ,20.4 ,3366 ,3189 ,3142 ,3048 
2020-09-27,20.4 ,14.9 ,25.8 ,0.0 ,3.9 ,2.0 ,43.0 ,63.3 ,1008.5 ,1018.4 ,9.8 ,18.7 ,1.1 ,21.4 ,3048 ,3366 ,3189 ,3088 
2020-09-28,20.7 ,15.7 ,26.5 ,0.0 ,3.6 ,2.0 ,40.0 ,66.0 ,1006.5 ,1016.4 ,10.5 ,19.3 ,1.1 ,22.0 ,3088 ,3048 ,3366 ,2884 
2020-09-29,19.6 ,15.3 ,23.9 ,0.0 ,4.3 ,1.9 ,43.0 ,67.6 ,1001.6 ,1011.6 ,6.3 ,14.8 ,6.8 ,20.7 ,2884 ,3088 ,3048 ,2921 
2020-09-30,19.6 ,16.2 ,25.7 ,38.3 ,4.1 ,1.7 ,48.0 ,78.0 ,1000.6 ,1010.6 ,4.9 ,14.0 ,7.1 ,21.1 ,2921 ,2884 ,3088 ,2747 
2020-10-01,18.8 ,15.6 ,23.6 ,0.0 ,4.7 ,2.1 ,58.0 ,74.9 ,1003.4 ,1013.3 ,2.5 ,10.9 ,5.5 ,19.6 ,2747 ,2921 ,2884 ,2381 
